Volatility 3 Framework 2.27.0

PID	PPID	ImageFileName	Offset(V)	Threads	Handles	SessionId	Wow64	CreateTime	ExitTime	Audit	Cmd	Path
** 912	668	svchost.exe	0x850ccf57e2c0	16	-	0	False	2024-07-23 02:27:59.000000 UTC	N/A	\Device\HarddiskVolume3\Windows\System32\svchost.exe	C:\Windows\system32\svchost.exe -k LocalServiceNoNetwork -p	C:\Windows\system32\svchost.exe
** 788	668	svchost.exe	0x850ccf70e240	15	-	0	False	2024-07-23 02:27:59.000000 UTC	N/A	\Device\HarddiskVolume3\Windows\System32\svchost.exe	C:\Windows\system32\svchost.exe -k DcomLaunch -p	C:\Windows\system32\svchost.exe
*** 9088	788	PhoneExperienc	0x850cd2796080	19	-	1	False	2024-07-23 02:29:14.000000 UTC	N/A	-	-	-
*** 3844	788	SearchApp.exe	0x850cd1225080	43	-	1	False	2024-07-23 02:28:16.000000 UTC	N/A	\Device\HarddiskVolume3\Windows\SystemApps\Microsoft.Windows.Search_cw5n1h2txyewy\SearchApp.exe	-	-
*** 5380	788	SystemSettings	0x850cd27d9240	19	-	1	False	2024-07-23 02:29:39.000000 UTC	N/A	\Device\HarddiskVolume3\Windows\ImmersiveControlPanel\SystemSettings.exe	"C:\Windows\ImmersiveControlPanel\SystemSettings.exe" -ServerName:microsoft.windows.immersivecontrolpanel	C:\Windows\ImmersiveControlPanel\SystemSettings.exe
*** 4500	788	FileCoAuth.exe	0x850cd2adb0c0	4	-	1	False	2024-07-23 02:29:16.000000 UTC	N/A	\Device\HarddiskVolume3\Users\User2\AppData\Local\Microsoft\OneDrive\24.132.0701.0002\FileCoAuth.exe	"C:\Users\User2\AppData\Local\Microsoft\OneDrive\24.132.0701.0002\FileCoAuth.exe" -Embedding	C:\Users\User2\AppData\Local\Microsoft\OneDrive\24.132.0701.0002\FileCoAuth.exe
*** 5656	788	UserOOBEBroker	0x850cd2723080	4	-	1	False	2024-07-23 02:29:40.000000 UTC	N/A	\Device\HarddiskVolume3\Windows\System32\oobe\UserOOBEBroker.exe	C:\Windows\System32\oobe\UserOOBEBroker.exe -Embedding	C:\Windows\System32\oobe\UserOOBEBroker.exe
*** 6428	788	dllhost.exe	0x850cd20cc080	9	-	1	False	2024-07-23 02:28:26.000000 UTC	N/A	\Device\HarddiskVolume3\Windows\System32\dllhost.exe	C:\Windows\system32\DllHost.exe /Processid:{973D20D7-562D-44B9-B70B-5A0F49CCDF3F}	C:\Windows\system32\DllHost.exe
*** 2596	788	dllhost.exe	0x850ccfb532c0	6	-	0	False	2024-07-23 02:28:00.000000 UTC	N/A	\Device\HarddiskVolume3\Windows\System32\dllhost.exe	C:\Windows\system32\DllHost.exe /Processid:{3EB3C877-1F16-487C-9050-104DBCD66683}	C:\Windows\system32\DllHost.exe
*** 4136	788	StartMenuExper	0x850cd13ea080	8	-	1	False	2024-07-23 02:28:13.000000 UTC	N/A	\Device\HarddiskVolume3\Windows\SystemApps\Microsoft.Windows.StartMenuExperienceHost_cw5n1h2txyewy\StartMenuExperienceHost.exe	"C:\Windows\SystemApps\Microsoft.Windows.StartMenuExperienceHost_cw5n1h2txyewy\StartMenuExperienceHost.exe" -ServerName:App.AppXywbrabmsek0gm3tkwpr5kwzbs55tkqay.mca	C:\Windows\SystemApps\Microsoft.Windows.StartMenuExperienceHost_cw5n1h2txyewy\StartMenuExperienceHost.exe
*** 5292	788	RuntimeBroker.	0x850cd1841080	10	-	1	False	2024-07-23 02:28:16.000000 UTC	N/A	\Device\HarddiskVolume3\Windows\System32\RuntimeBroker.exe	C:\Windows\System32\RuntimeBroker.exe -Embedding	C:\Windows\System32\RuntimeBroker.exe
*** 6604	788	smartscreen.ex	0x850cd17f2080	6	-	1	False	2024-07-23 02:28:29.000000 UTC	N/A	\Device\HarddiskVolume3\Windows\System32\smartscreen.exe	-	-
*** 8908	788	RuntimeBroker.	0x850cd281a080	5	-	1	False	2024-07-23 02:29:12.000000 UTC	N/A	\Device\HarddiskVolume3\Windows\System32\RuntimeBroker.exe	C:\Windows\System32\RuntimeBroker.exe -Embedding	C:\Windows\System32\RuntimeBroker.exe
*** 6228	788	TextInputHost.	0x850cd17ef0c0	10	-	1	False	2024-07-23 02:28:25.000000 UTC	N/A	\Device\HarddiskVolume3\Windows\SystemApps\MicrosoftWindows.Client.CBS_cw5n1h2txyewy\TextInputHost.exe	"C:\Windows\SystemApps\MicrosoftWindows.Client.CBS_cw5n1h2txyewy\TextInputHost.exe" -ServerName:InputApp.AppXk0k6mrh4r2q0ct33a9wgbez0x7v9cz5y.mca	C:\Windows\SystemApps\MicrosoftWindows.Client.CBS_cw5n1h2txyewy\TextInputHost.exe
*** 8800	788	ShellExperienc	0x850cd26b8080	14	-	1	False	2024-07-23 02:29:11.000000 UTC	N/A	\Device\HarddiskVolume3\Windows\SystemApps\ShellExperienceHost_cw5n1h2txyewy\ShellExperienceHost.exe	"C:\Windows\SystemApps\ShellExperienceHost_cw5n1h2txyewy\ShellExperienceHost.exe" -ServerName:App.AppXtk181tbxbce2qsex02s8tw7hfxa9xb3t.mca	C:\Windows\SystemApps\ShellExperienceHost_cw5n1h2txyewy\ShellExperienceHost.exe
*** 740	788	RuntimeBroker.	0x850cd1322080	5	-	1	False	2024-07-23 02:28:23.000000 UTC	N/A	\Device\HarddiskVolume3\Windows\System32\RuntimeBroker.exe	C:\Windows\System32\RuntimeBroker.exe -Embedding	C:\Windows\System32\RuntimeBroker.exe
*** 3684	788	WmiPrvSE.exe	0x850cd1b93080	0	-	0	False	2024-07-23 02:33:45.000000 UTC	2024-07-23 02:35:15.000000 UTC	-	-	-
*** 5608	788	MoUsoCoreWorke	0x850cd1dd5280	6	-	0	False	2024-07-23 02:28:17.000000 UTC	N/A	\Device\HarddiskVolume3\Windows\System32\MoUsoCoreWorker.exe	C:\Windows\System32\mousocoreworker.exe -Embedding	C:\Windows\System32\mousocoreworker.exe
*** 8168	788	ApplicationFra	0x850cd2793080	4	-	1	False	2024-07-23 02:28:41.000000 UTC	N/A	\Device\HarddiskVolume3\Windows\System32\ApplicationFrameHost.exe	C:\Windows\system32\ApplicationFrameHost.exe -Embedding	C:\Windows\system32\ApplicationFrameHost.exe
*** 9192	788	WmiPrvSE.exe	0x850cd1b8e080	4	-	0	False	2024-07-23 02:32:00.000000 UTC	N/A	\Device\HarddiskVolume3\Windows\System32\wbem\WmiPrvSE.exe	C:\Windows\system32\wbem\wmiprvse.exe	C:\Windows\system32\wbem\wmiprvse.exe
*** 4336	788	RuntimeBroker.	0x850cd1908080	1	-	1	False	2024-07-23 02:28:14.000000 UTC	N/A	\Device\HarddiskVolume3\Windows\System32\RuntimeBroker.exe	C:\Windows\System32\RuntimeBroker.exe -Embedding	C:\Windows\System32\RuntimeBroker.exe
** 1812	668	svchost.exe	0x850ccfef52c0	13	-	0	False	2024-07-23 02:27:59.000000 UTC	N/A	\Device\HarddiskVolume3\Windows\System32\svchost.exe	C:\Windows\system32\svchost.exe -k LocalServiceNoNetworkFirewall -p	C:\Windows\system32\svchost.exe
** 1304	668	svchost.exe	0x850ccf85e240	11	-	0	False	2024-07-23 02:28:00.000000 UTC	N/A	\Device\HarddiskVolume3\Windows\System32\svchost.exe	C:\Windows\System32\svchost.exe -k utcsvc -p	C:\Windows\System32\svchost.exe
*** 1952	1304	AggregatorHost	0x850cd0eb1080	2	-	0	False	2024-07-23 02:28:04.000000 UTC	N/A	\Device\HarddiskVolume3\Windows\System32\AggregatorHost.exe	AggregatorHost.exe	C:\Windows\System32\AggregatorHost.exe
** 6684	668	SecurityHealth	0x850cd2311080	9	-	0	False	2024-07-23 02:28:29.000000 UTC	N/A	\Device\HarddiskVolume3\Windows\System32\SecurityHealthService.exe	C:\Windows\system32\SecurityHealthService.exe	C:\Windows\system32\SecurityHealthService.exe
** 5276	668	SgrmBroker.exe	0x850ccb145080	7	-	0	False	2024-07-23 02:30:00.000000 UTC	N/A	\Device\HarddiskVolume3\Windows\System32\SgrmBroker.exe	C:\Windows\system32\SgrmBroker.exe	C:\Windows\system32\SgrmBroker.exe
** 8096	668	svchost.exe	0x850cd1df7240	3	-	0	False	2024-07-23 02:28:48.000000 UTC	N/A	\Device\HarddiskVolume3\Windows\System32\svchost.exe	C:\Windows\system32\svchost.exe -k WbioSvcGroup	C:\Windows\system32\svchost.exe
** 6560	668	svchost.exe	0x850cd2730080	9	-	0	False	2024-07-23 02:30:01.000000 UTC	N/A	\Device\HarddiskVolume3\Windows\System32\svchost.exe	C:\Windows\System32\svchost.exe -k LocalServiceNetworkRestricted -p	C:\Windows\System32\svchost.exe
** 8492	668	WUDFHost.exe	0x850cd2693080	8	-	0	False	2024-07-23 02:29:10.000000 UTC	N/A	\Device\HarddiskVolume3\Windows\System32\WUDFHost.exe	"C:\Windows\System32\WUDFHost.exe" -HostGUID:{193a1820-d9ac-4997-8c55-be817523f6aa} -IoEventPortName:\UMDFCommunicationPorts\WUDF\HostProcess-1fa3d939-e94b-4777-90ee-486c144c2675 -SystemEventPortName:\UMDFCommunicationPorts\WUDF\HostProcess-dc4afa95-a840-436e-9361-22a764d7f553 -IoCancelEventPortName:\UMDFCommunicationPorts\WUDF\HostProcess-4d25b67f-6d67-4146-85ea-a767de64aa9b -NonStateChangingEventPortName:\UMDFCommunicationPorts\WUDF\HostProcess-5494b910-9687-410a-9f1e-67d1e1c694e1 -LifetimeId:9fefb18a-35f1-4930-8239-c4a774ae97ad -DeviceGroupId:WpdFsGroup -HostArg:0	C:\Windows\System32\WUDFHost.exe
** 436	668	svchost.exe	0x850ccf5f9280	17	-	0	False	2024-07-23 02:27:59.000000 UTC	N/A	\Device\HarddiskVolume3\Windows\System32\svchost.exe	C:\Windows\System32\svchost.exe -k LocalSystemNetworkRestricted -p	C:\Windows\System32\svchost.exe
*** 4004	436	ctfmon.exe	0x850cd11eb300	10	-	1	False	2024-07-23 02:28:11.000000 UTC	N/A	\Device\HarddiskVolume3\Windows\System32\ctfmon.exe	"ctfmon.exe"	C:\Windows\system32\ctfmon.exe
** 1976	668	mysqld.exe	0x850ccf888080	3	-	0	False	2024-07-23 02:28:00.000000 UTC	N/A	\Device\HarddiskVolume3\Program Files\MySQL\MySQL Server 8.0\bin\mysqld.exe	"C:\Program Files\MySQL\MySQL Server 8.0\bin\mysqld.exe" --defaults-file="C:\ProgramData\MySQL\MySQL Server 8.0\my.ini" MySQL80	C:\Program Files\MySQL\MySQL Server 8.0\bin\mysqld.exe
*** 2336	1976	mysqld.exe	0x850ccf9330c0	39	-	0	False	2024-07-23 02:28:00.000000 UTC	N/A	\Device\HarddiskVolume3\Program Files\MySQL\MySQL Server 8.0\bin\mysqld.exe	"C:\Program Files\MySQL\MySQL Server 8.0\bin\mysqld.exe" "--defaults-file=C:\ProgramData\MySQL\MySQL Server 8.0\my.ini" MySQL80	C:\Program Files\MySQL\MySQL Server 8.0\bin\mysqld.exe
**** 2352	2336	conhost.exe	0x850ccf957300	4	-	0	False	2024-07-23 02:28:00.000000 UTC	N/A	\Device\HarddiskVolume3\Windows\System32\conhost.exe	\??\C:\Windows\system32\conhost.exe 0x4	C:\Windows\system32\conhost.exe
** 1212	668	svchost.exe	0x850ccfae62c0	2	-	0	False	2024-07-23 02:27:59.000000 UTC	N/A	\Device\HarddiskVolume3\Windows\System32\svchost.exe	C:\Windows\system32\svchost.exe -k LocalService -p	C:\Windows\system32\svchost.exe
** 3008	668	svchost.exe	0x850cd12cc340	13	-	1	False	2024-07-23 02:28:12.000000 UTC	N/A	\Device\HarddiskVolume3\Windows\System32\svchost.exe	C:\Windows\system32\svchost.exe -k ClipboardSvcGroup -p	C:\Windows\system32\svchost.exe
** 452	668	svchost.exe	0x850ccf57c240	59	-	0	False	2024-07-23 02:27:59.000000 UTC	N/A	\Device\HarddiskVolume3\Windows\System32\svchost.exe	C:\Windows\system32\svchost.exe -k netsvcs -p	C:\Windows\system32\svchost.exe
*** 3748	452	sihost.exe	0x850ccf98e280	13	-	1	False	2024-07-23 02:28:11.000000 UTC	N/A	\Device\HarddiskVolume3\Windows\System32\sihost.exe	sihost.exe	C:\Windows\system32\sihost.exe
*** 3860	452	taskhostw.exe	0x850cd0dc3080	9	-	1	False	2024-07-23 02:28:11.000000 UTC	N/A	\Device\HarddiskVolume3\Windows\System32\taskhostw.exe	taskhostw.exe {222A245B-E637-4AE9-A93F-A59CA119A75E}	C:\Windows\system32\taskhostw.exe
*** 3908	452	MicrosoftEdgeU	0x850cd11b1300	4	-	0	True	2024-07-23 02:28:11.000000 UTC	N/A	\Device\HarddiskVolume3\Program Files (x86)\Microsoft\EdgeUpdate\MicrosoftEdgeUpdate.exe	"C:\Program Files (x86)\Microsoft\EdgeUpdate\MicrosoftEdgeUpdate.exe" /c	C:\Program Files (x86)\Microsoft\EdgeUpdate\MicrosoftEdgeUpdate.exe
** 1604	668	MpDefenderCore	0x850ccf8830c0	8	-	0	False	2024-07-23 02:28:00.000000 UTC	N/A	\Device\HarddiskVolume3\ProgramData\Microsoft\Windows Defender\Platform\4.18.24060.7-0\MpDefenderCoreService.exe	"C:\ProgramData\Microsoft\Windows Defender\platform\4.18.24060.7-0\MpDefenderCoreService.exe"	C:\ProgramData\Microsoft\Windows Defender\platform\4.18.24060.7-0\MpDefenderCoreService.exe
** 3780	668	svchost.exe	0x850cd0fe2240	12	-	1	False	2024-07-23 02:28:11.000000 UTC	N/A	\Device\HarddiskVolume3\Windows\System32\svchost.exe	C:\Windows\system32\svchost.exe -k UnistackSvcGroup	C:\Windows\system32\svchost.exe
** 2120	668	MsMpEng.exe	0x850ccf8d4340	8	-	0	False	2024-07-23 02:28:00.000000 UTC	N/A	\Device\HarddiskVolume3\ProgramData\Microsoft\Windows Defender\Platform\4.18.24060.7-0\MsMpEng.exe	"C:\ProgramData\Microsoft\Windows Defender\platform\4.18.24060.7-0\MsMpEng.exe"	C:\ProgramData\Microsoft\Windows Defender\platform\4.18.24060.7-0\MsMpEng.exe
** 1616	668	svchost.exe	0x850ccfe1c240	4	-	0	False	2024-07-23 02:27:59.000000 UTC	N/A	\Device\HarddiskVolume3\Windows\System32\svchost.exe	C:\Windows\system32\svchost.exe -k appmodel -p	C:\Windows\system32\svchost.exe
** 3160	668	svchost.exe	0x850cd1080080	5	-	0	False	2024-07-23 02:28:11.000000 UTC	N/A	\Device\HarddiskVolume3\Windows\System32\svchost.exe	C:\Windows\System32\svchost.exe -k LocalServiceNetworkRestricted	C:\Windows\System32\svchost.exe
** 1116	668	svchost.exe	0x850ccf5dc2c0	22	-	0	False	2024-07-23 02:27:59.000000 UTC	N/A	\Device\HarddiskVolume3\Windows\System32\svchost.exe	C:\Windows\system32\svchost.exe -k LocalService -p	C:\Windows\system32\svchost.exe
** 1632	668	svchost.exe	0x850ccfe4c2c0	4	-	0	False	2024-07-23 02:27:59.000000 UTC	N/A	\Device\HarddiskVolume3\Windows\System32\svchost.exe	C:\Windows\System32\svchost.exe -k LocalServiceNetworkRestricted -p	C:\Windows\System32\svchost.exe
** 1256	668	svchost.exe	0x850ccfa4a2c0	19	-	0	False	2024-07-23 02:27:59.000000 UTC	N/A	\Device\HarddiskVolume3\Windows\System32\svchost.exe	C:\Windows\System32\svchost.exe -k NetworkService -p	C:\Windows\System32\svchost.exe
** 1768	668	spoolsv.exe	0x850ccfef3200	7	-	0	False	2024-07-23 02:27:59.000000 UTC	N/A	\Device\HarddiskVolume3\Windows\System32\spoolsv.exe	C:\Windows\System32\spoolsv.exe	C:\Windows\System32\spoolsv.exe
** 1004	668	svchost.exe	0x850ccf52b2c0	14	-	0	False	2024-07-23 02:27:59.000000 UTC	N/A	\Device\HarddiskVolume3\Windows\System32\svchost.exe	C:\Windows\System32\svchost.exe -k LocalServiceNetworkRestricted -p	C:\Windows\System32\svchost.exe
** 1516	668	svchost.exe	0x850ccfc9e2c0	10	-	0	False	2024-07-23 02:27:59.000000 UTC	N/A	\Device\HarddiskVolume3\Windows\System32\svchost.exe	C:\Windows\System32\svchost.exe -k LocalServiceNetworkRestricted -p	C:\Windows\System32\svchost.exe
*** 7664	1516	audiodg.exe	0x850cd278b080	0	-	0	False	2024-07-23 02:28:52.000000 UTC	2024-07-23 02:35:31.000000 UTC	-	-	-
** 3052	668	SearchIndexer.	0x850cd0d30240	18	-	0	False	2024-07-23 02:28:02.000000 UTC	N/A	\Device\HarddiskVolume3\Windows\System32\SearchIndexer.exe	C:\Windows\system32\SearchIndexer.exe /Embedding	C:\Windows\system32\SearchIndexer.exe
*** 4672	3052	SearchProtocol	0x850cd20f4080	4	-	0	False	2024-07-23 02:31:28.000000 UTC	N/A	\Device\HarddiskVolume3\Windows\System32\SearchProtocolHost.exe	"C:\Windows\system32\SearchProtocolHost.exe" Global\UsGthrFltPipeMssGthrPipe3_ Global\UsGthrCtrlFltPipeMssGthrPipe3 1 -2147483646 "Software\Microsoft\Windows Search" "Mozilla/4.0 (compatible; MSIE 6.0; Windows NT; MS Search 4.0 Robot)" "C:\ProgramData\Microsoft\Search\Data\Temp\usgthrsvc" "DownLevelDaemon" 	C:\Windows\system32\SearchProtocolHost.exe
** 2800	668	svchost.exe	0x850ccfda6080	3	-	0	False	2024-07-23 02:28:00.000000 UTC	N/A	\Device\HarddiskVolume3\Windows\System32\svchost.exe	C:\Windows\system32\svchost.exe -k NetworkServiceNetworkRestricted -p	C:\Windows\system32\svchost.exe
** 1652	668	svchost.exe	0x850ccfe4f2c0	5	-	0	False	2024-07-23 02:27:59.000000 UTC	N/A	\Device\HarddiskVolume3\Windows\System32\svchost.exe	C:\Windows\system32\svchost.exe -k LocalServiceNetworkRestricted -p	C:\Windows\system32\svchost.exe
** 3068	668	svchost.exe	0x850cd0d46240	27	-	0	False	2024-07-23 02:28:02.000000 UTC	N/A	\Device\HarddiskVolume3\Windows\System32\svchost.exe	C:\Windows\system32\svchost.exe -k wsappx -p	C:\Windows\system32\svchost.exe
* 796	540	fontdrvhost.ex	0x850ccf743140	5	-	0	False	2024-07-23 02:27:59.000000 UTC	N/A	\Device\HarddiskVolume3\Windows\System32\fontdrvhost.exe	"fontdrvhost.exe"	C:\Windows\system32\fontdrvhost.exe
552	532	csrss.exe	0x850ccf621080	13	-	1	False	2024-07-23 02:27:58.000000 UTC	N/A	\Device\HarddiskVolume3\Windows\System32\csrss.exe	%SystemRoot%\system32\csrss.exe ObjectDirectory=\Windows SharedSection=1024,20480,768 Windows=On SubSystemType=Windows ServerDll=basesrv,1 ServerDll=winsrv:UserServerDllInitialization,3 ServerDll=sxssrv,4 ProfileControl=Off MaxRequestThreads=16	C:\Windows\system32\csrss.exe
632	532	winlogon.exe	0x850ccf658080	3	-	1	False	2024-07-23 02:27:58.000000 UTC	N/A	\Device\HarddiskVolume3\Windows\System32\winlogon.exe	winlogon.exe	C:\Windows\system32\winlogon.exe
* 64	632	dwm.exe	0x850ccf529240	16	-	1	False	2024-07-23 02:27:59.000000 UTC	N/A	\Device\HarddiskVolume3\Windows\System32\dwm.exe	"dwm.exe"	C:\Windows\system32\dwm.exe
* 804	632	fontdrvhost.ex	0x850ccf745140	5	-	1	False	2024-07-23 02:27:59.000000 UTC	N/A	\Device\HarddiskVolume3\Windows\System32\fontdrvhost.exe	"fontdrvhost.exe"	C:\Windows\system32\fontdrvhost.exe
* 3116	632	userinit.exe	0x850cd10770c0	0	-	1	False	2024-07-23 02:28:11.000000 UTC	2024-07-23 02:28:36.000000 UTC	\Device\HarddiskVolume3\Windows\System32\userinit.exe	-	-
** 3128	3116	explorer.exe	0x850cd107d340	59	-	1	False	2024-07-23 02:28:11.000000 UTC	N/A	\Device\HarddiskVolume3\Windows\explorer.exe	C:\Windows\Explorer.EXE	C:\Windows\Explorer.EXE
*** 6208	3128	ConEmu64.exe	0x850cd2684080	11	-	1	False	2024-07-23 02:31:26.000000 UTC	N/A	\Device\HarddiskVolume3\Users\User2\Downloads\cmder\vendor\conemu-maximus5\ConEmu64.exe	"C:\Users\User2\Downloads\cmder\vendor\conemu-maximus5\ConEmu64.exe" 	C:\Users\User2\Downloads\cmder\vendor\conemu-maximus5\ConEmu64.exe
**** 5020	6208	ConEmuC64.exe	0x850cd0db0300	9	-	1	False	2024-07-23 02:31:27.000000 UTC	N/A	\Device\HarddiskVolume3\Users\User2\Downloads\cmder\vendor\conemu-maximus5\ConEmu\ConEmuC64.exe	"C:\Users\User2\Downloads\cmder\vendor\conemu-maximus5\ConEmu\ConEmuC64.exe"  /CINMODE=600020 /AID=4876 /GID=6208 /GHWND=000705C8 /BW=120 /BH=31 /BZ=1000 "/FN=Lucida Console" /FW=3 /FH=5 /TA=10100007 /HIDE /ROOT cmd /k ""%ConEmuDir%\..\init.bat" "	C:\Users\User2\Downloads\cmder\vendor\conemu-maximus5\ConEmu\ConEmuC64.exe
***** 5040	5020	cmd.exe	0x850ccfb72300	3	-	1	False	2024-07-23 02:31:27.000000 UTC	N/A	\Device\HarddiskVolume3\Windows\System32\cmd.exe	cmd /k ""C:\Users\User2\Downloads\cmder\vendor\conemu-maximus5\..\init.bat" "	C:\Windows\SYSTEM32\cmd.exe
***** 4900	5020	conhost.exe	0x850ccfa95300	5	-	1	False	2024-07-23 02:31:27.000000 UTC	N/A	\Device\HarddiskVolume3\Windows\System32\conhost.exe	\??\C:\Windows\system32\conhost.exe 0x4	C:\Windows\system32\conhost.exe
*** 6756	3128	msedge.exe	0x850cd2097080	51	-	1	False	2024-07-23 02:28:29.000000 UTC	N/A	\Device\HarddiskVolume3\Program Files (x86)\Microsoft\Edge\Application\msedge.exe	"C:\Program Files (x86)\Microsoft\Edge\Application\msedge.exe" --no-startup-window --win-session-start	C:\Program Files (x86)\Microsoft\Edge\Application\msedge.exe
**** 8644	6756	msedge.exe	0x850cd1ba5240	9	-	1	False	2024-07-23 02:29:31.000000 UTC	N/A	\Device\HarddiskVolume3\Program Files (x86)\Microsoft\Edge\Application\msedge.exe	"C:\Program Files (x86)\Microsoft\Edge\Application\msedge.exe" --type=utility --utility-sub-type=edge_search_indexer.mojom.SearchIndexerInterfaceBroker --lang=en-US --service-sandbox-type=search_indexer --message-loop-type-ui --field-trial-handle=6560,i,16292191834622765677,17831491288430360784,262144 --variations-seed-version --mojo-platform-channel-handle=6572 /prefetch:8	C:\Program Files (x86)\Microsoft\Edge\Application\msedge.exe
**** 6824	6756	msedge.exe	0x850cd27cd0c0	7	-	1	False	2024-07-23 02:28:30.000000 UTC	N/A	\Device\HarddiskVolume3\Program Files (x86)\Microsoft\Edge\Application\msedge.exe	"C:\Program Files (x86)\Microsoft\Edge\Application\msedge.exe" --type=crashpad-handler "--user-data-dir=C:\Users\User2\AppData\Local\Microsoft\Edge\User Data" /prefetch:4 --monitor-self-annotation=ptype=crashpad-handler "--database=C:\Users\User2\AppData\Local\Microsoft\Edge\User Data\Crashpad" "--metrics-dir=C:\Users\User2\AppData\Local\Microsoft\Edge\User Data" --annotation=IsOfficialBuild=1 --annotation=channel= --annotation=chromium-version=126.0.6478.183 "--annotation=exe=C:\Program Files (x86)\Microsoft\Edge\Application\msedge.exe" --annotation=plat=Win64 "--annotation=prod=Microsoft Edge" --annotation=ver=126.0.2592.113 --initial-client-data=0x260,0x264,0x268,0x25c,0x270,0x7fff05840148,0x7fff05840154,0x7fff05840160	C:\Program Files (x86)\Microsoft\Edge\Application\msedge.exe
**** 7024	6756	msedge.exe	0x850cd143c080	15	-	1	False	2024-07-23 02:28:31.000000 UTC	N/A	\Device\HarddiskVolume3\Program Files (x86)\Microsoft\Edge\Application\msedge.exe	"C:\Program Files (x86)\Microsoft\Edge\Application\msedge.exe" --type=gpu-process --gpu-preferences=WAAAAAAAAADgAAAMAAAAAAAAAAAAAAAAAABgAAEAAAA4AAAAAAAAAAAAAAAEAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAGAAAAAAAAAAYAAAAAAAAAAgAAAAAAAAACAAAAAAAAAAIAAAAAAAAAA== --field-trial-handle=2532,i,16292191834622765677,17831491288430360784,262144 --variations-seed-version --mojo-platform-channel-handle=2500 /prefetch:2	C:\Program Files (x86)\Microsoft\Edge\Application\msedge.exe
**** 1940	6756	msedge.exe	0x850cd17e5080	16	-	1	False	2024-07-23 02:29:19.000000 UTC	N/A	\Device\HarddiskVolume3\Program Files (x86)\Microsoft\Edge\Application\msedge.exe	"C:\Program Files (x86)\Microsoft\Edge\Application\msedge.exe" --type=renderer --lang=en-US --js-flags=--ms-user-locale= --device-scale-factor=1 --num-raster-threads=1 --renderer-client-id=19 --time-ticks-at-unix-epoch=-1721701666372359 --launch-time-ticks=92874490 --field-trial-handle=5160,i,16292191834622765677,17831491288430360784,262144 --variations-seed-version --mojo-platform-channel-handle=5032 /prefetch:1	C:\Program Files (x86)\Microsoft\Edge\Application\msedge.exe
