No.,Time,Source,Destination,Protocol,Length,Info,HID Data
227,125.245495,1.12.1,host,USB,35,URB_INTERRUPT in,0000500000000000
228,125.380504,1.12.1,host,USB,35,URB_INTERRUPT in,0000000000000000
229,125.696502,1.12.1,host,USB,35,URB_INTERRUPT in,0000500000000000
230,125.836503,1.12.1,host,USB,35,URB_INTERRUPT in,0000000000000000
231,126.016528,1.12.1,host,USB,35,URB_INTERRUPT in,0000500000000000
232,126.142501,1.12.1,host,USB,35,URB_INTERRUPT in,0000000000000000
233,126.287501,1.12.1,host,USB,35,URB_INTERRUPT in,0000500000000000
234,126.407527,1.12.1,host,USB,35,URB_INTERRUPT in,0000000000000000
235,126.513528,1.12.1,host,USB,35,URB_INTERRUPT in,0000500000000000
236,126.633641,1.12.1,host,USB,35,URB_INTERRUPT in,0000000000000000
237,126.793501,1.12.1,host,USB,35,URB_INTERRUPT in,0000500000000000
238,126.924501,1.12.1,host,USB,35,URB_INTERRUPT in,0000000000000000
239,127.229527,1.12.1,host,USB,35,URB_INTERRUPT in,0000500000000000
240,127.340501,1.12.1,host,USB,35,URB_INTERRUPT in,0000000000000000
241,127.726502,1.12.1,host,USB,35,URB_INTERRUPT in,0200000000000000
242,128.2925,1.12.1,host,USB,35,URB_INTERRUPT in,02000c0000000000
243,128.382501,1.12.1,host,USB,35,URB_INTERRUPT in,0200000000000000
244,128.568526,1.12.1,host,USB,35,URB_INTERRUPT in,0000000000000000
245,129.956525,1.12.1,host,USB,35,URB_INTERRUPT in,0000500000000000
246,130.086526,1.12.1,host,USB,35,URB_INTERRUPT in,0000000000000000
247,130.397525,1.12.1,host,USB,35,URB_INTERRUPT in,0000500000000000
248,130.527498,1.12.1,host,USB,35,URB_INTERRUPT in,0000000000000000
249,130.663498,1.12.1,host,USB,35,URB_INTERRUPT in,0000500000000000
250,130.783525,1.12.1,host,USB,35,URB_INTERRUPT in,0000000000000000
251,130.938497,1.12.1,host,USB,35,URB_INTERRUPT in,0000500000000000
252,131.054499,1.12.1,host,USB,35,URB_INTERRUPT in,0000000000000000
253,131.881497,1.12.1,host,USB,35,URB_INTERRUPT in,0200000000000000
254,132.176496,1.12.1,host,USB,35,URB_INTERRUPT in,0200170000000000
255,132.287497,1.12.1,host,USB,35,URB_INTERRUPT in,0200000000000000
256,132.462833,1.12.1,host,USB,35,URB_INTERRUPT in,0000000000000000
257,133.179497,1.12.1,host,USB,35,URB_INTERRUPT in,00004f0000000000
258,133.324497,1.12.1,host,USB,35,URB_INTERRUPT in,0000000000000000
259,133.560496,1.12.1,host,USB,35,URB_INTERRUPT in,00004f0000000000
260,133.665521,1.12.1,host,USB,35,URB_INTERRUPT in,0000000000000000
261,135.073495,1.12.1,host,USB,35,URB_INTERRUPT in,0000090000000000
262,135.159494,1.12.1,host,USB,35,URB_INTERRUPT in,0000000000000000
263,136.031494,1.12.1,host,USB,35,URB_INTERRUPT in,00004f0000000000
264,136.151493,1.12.1,host,USB,35,URB_INTERRUPT in,0000000000000000
265,136.331494,1.12.1,host,USB,35,URB_INTERRUPT in,00004f0000000000
266,136.437518,1.12.1,host,USB,35,URB_INTERRUPT in,0000000000000000
267,136.642519,1.12.1,host,USB,35,URB_INTERRUPT in,00004f0000000000
268,136.77852,1.12.1,host,USB,35,URB_INTERRUPT in,0000000000000000
269,138.632518,1.12.1,host,USB,35,URB_INTERRUPT in,00004f0000000000
270,138.77249,1.12.1,host,USB,35,URB_INTERRUPT in,0000000000000000
271,139.07355,1.12.1,host,USB,35,URB_INTERRUPT in,00004f0000000000
272,139.193517,1.12.1,host,USB,35,URB_INTERRUPT in,0000000000000000
273,139.910516,1.12.1,host,USB,35,URB_INTERRUPT in,00004f0000000000
274,140.000515,1.12.1,host,USB,35,URB_INTERRUPT in,0000000000000000
275,142.196487,1.12.1,host,USB,35,URB_INTERRUPT in,0200000000000000
276,143.068512,1.12.1,host,USB,35,URB_INTERRUPT in,02002d0000000000
277,143.168486,1.12.1,host,USB,35,URB_INTERRUPT in,0200000000000000
278,143.298486,1.12.1,host,USB,35,URB_INTERRUPT in,0000000000000000
279,144.501512,1.12.1,host,USB,35,URB_INTERRUPT in,00004f0000000000
280,144.606486,1.12.1,host,USB,35,URB_INTERRUPT in,0000000000000000
281,145.489512,1.12.1,host,USB,35,URB_INTERRUPT in,00004f0000000000
282,145.599486,1.12.1,host,USB,35,URB_INTERRUPT in,0000000000000000
283,146.205484,1.12.1,host,USB,35,URB_INTERRUPT in,00004f0000000000
284,146.336484,1.12.1,host,USB,35,URB_INTERRUPT in,0000000000000000
285,146.55151,1.12.1,host,USB,35,URB_INTERRUPT in,00004f0000000000
286,146.686484,1.12.1,host,USB,35,URB_INTERRUPT in,0000000000000000
287,146.872485,1.12.1,host,USB,35,URB_INTERRUPT in,00004f0000000000
288,147.022509,1.12.1,host,USB,35,URB_INTERRUPT in,0000000000000000
289,147.313484,1.12.1,host,USB,35,URB_INTERRUPT in,00004f0000000000
290,147.418481,1.12.1,host,USB,35,URB_INTERRUPT in,0000000000000000
291,148.300481,1.12.1,host,USB,35,URB_INTERRUPT in,0200000000000000
292,149.162482,1.12.1,host,USB,35,URB_INTERRUPT in,0200300000000000
293,149.233482,1.12.1,host,USB,35,URB_INTERRUPT in,0200000000000000
294,149.443508,1.12.1,host,USB,35,URB_INTERRUPT in,0000000000000000
295,150.736511,1.12.1,host,USB,35,URB_INTERRUPT in,0000500000000000
296,150.867506,1.12.1,host,USB,35,URB_INTERRUPT in,0000000000000000
297,152.18548,1.12.1,host,USB,35,URB_INTERRUPT in,0000370000000000
298,152.270481,1.12.1,host,USB,35,URB_INTERRUPT in,0000000000000000
299,152.906478,1.12.1,host,USB,35,URB_INTERRUPT in,0000500000000000
300,153.01248,1.12.1,host,USB,35,URB_INTERRUPT in,0000000000000000
301,154.295476,1.12.1,host,USB,35,URB_INTERRUPT in,0000370000000000
302,154.370476,1.12.1,host,USB,35,URB_INTERRUPT in,0000000000000000
303,155.478502,1.12.1,host,USB,35,URB_INTERRUPT in,0000500000000000
304,155.588502,1.12.1,host,USB,35,URB_INTERRUPT in,0000000000000000
305,155.768501,1.12.1,host,USB,35,URB_INTERRUPT in,0000500000000000
306,155.889475,1.12.1,host,USB,35,URB_INTERRUPT in,0000000000000000
307,156.039473,1.12.1,host,USB,35,URB_INTERRUPT in,0000500000000000
308,156.159501,1.12.1,host,USB,35,URB_INTERRUPT in,0000000000000000
309,156.445499,1.12.1,host,USB,35,URB_INTERRUPT in,0000500000000000
310,156.565507,1.12.1,host,USB,35,URB_INTERRUPT in,0000000000000000
311,159.352497,1.12.1,host,USB,35,URB_INTERRUPT in,0000200000000000
312,159.477472,1.12.1,host,USB,35,URB_INTERRUPT in,0000000000000000
313,159.858497,1.12.1,host,USB,35,URB_INTERRUPT in,0000500000000000
314,159.979472,1.12.1,host,USB,35,URB_INTERRUPT in,0000000000000000
315,160.279471,1.12.1,host,USB,35,URB_INTERRUPT in,0000500000000000
316,160.405497,1.12.1,host,USB,35,URB_INTERRUPT in,0000000000000000
317,160.916472,1.12.1,host,USB,35,URB_INTERRUPT in,0000500000000000
318,161.026498,1.12.1,host,USB,35,URB_INTERRUPT in,0000000000000000
319,161.161496,1.12.1,host,USB,35,URB_INTERRUPT in,0000500000000000
320,161.27747,1.12.1,host,USB,35,URB_INTERRUPT in,0000000000000000
321,161.808496,1.12.1,host,USB,35,URB_INTERRUPT in,0000500000000000
322,161.92347,1.12.1,host,USB,35,URB_INTERRUPT in,0000000000000000
323,162.324468,1.12.1,host,USB,35,URB_INTERRUPT in,0000500000000000
324,162.4455,1.12.1,host,USB,35,URB_INTERRUPT in,0000000000000000
325,162.820468,1.12.1,host,USB,35,URB_INTERRUPT in,0000500000000000
326,162.951468,1.12.1,host,USB,35,URB_INTERRUPT in,0000000000000000
327,163.542468,1.12.1,host,USB,35,URB_INTERRUPT in,0000500000000000
328,163.627469,1.12.1,host,USB,35,URB_INTERRUPT in,0000000000000000
329,165.321492,1.12.1,host,USB,35,URB_INTERRUPT in,0000180000000000
330,165.417466,1.12.1,host,USB,35,URB_INTERRUPT in,0000000000000000
331,167.111465,1.12.1,host,USB,35,URB_INTERRUPT in,0000500000000000
332,167.226492,1.12.1,host,USB,35,URB_INTERRUPT in,0000000000000000
333,167.657465,1.12.1,host,USB,35,URB_INTERRUPT in,0000500000000000
334,167.78249,1.12.1,host,USB,35,URB_INTERRUPT in,0000000000000000
335,169.071493,1.12.1,host,USB,35,URB_INTERRUPT in,0000170000000000
336,169.15149,1.12.1,host,USB,35,URB_INTERRUPT in,0000000000000000
337,169.502488,1.12.1,host,USB,35,URB_INTERRUPT in,0200000000000000
338,169.857464,1.12.1,host,USB,35,URB_INTERRUPT in,02002d0000000000
339,169.938463,1.12.1,host,USB,35,URB_INTERRUPT in,0200000000000000
340,170.093461,1.12.1,host,USB,35,URB_INTERRUPT in,0000000000000000
341,171.531462,1.12.1,host,USB,35,URB_INTERRUPT in,00004f0000000000
342,171.667487,1.12.1,host,USB,35,URB_INTERRUPT in,0000000000000000
343,171.902486,1.12.1,host,USB,35,URB_INTERRUPT in,00004f0000000000
344,171.99846,1.12.1,host,USB,35,URB_INTERRUPT in,0000000000000000
345,172.820486,1.12.1,host,USB,35,URB_INTERRUPT in,0000040000000000
346,172.895461,1.12.1,host,USB,35,URB_INTERRUPT in,0000000000000000
347,174.168496,1.12.1,host,USB,35,URB_INTERRUPT in,0000500000000000
348,174.36346,1.12.1,host,USB,35,URB_INTERRUPT in,0000000000000000
349,174.719457,1.12.1,host,USB,35,URB_INTERRUPT in,0000500000000000
350,174.860456,1.12.1,host,USB,35,URB_INTERRUPT in,0000000000000000
351,175.040458,1.12.1,host,USB,35,URB_INTERRUPT in,0000500000000000
352,175.165458,1.12.1,host,USB,35,URB_INTERRUPT in,0000000000000000
353,175.316457,1.12.1,host,USB,35,URB_INTERRUPT in,0000500000000000
354,175.421458,1.12.1,host,USB,35,URB_INTERRUPT in,0000000000000000
355,175.541458,1.12.1,host,USB,35,URB_INTERRUPT in,0000500000000000
356,175.64149,1.12.1,host,USB,35,URB_INTERRUPT in,0000000000000000
357,175.752458,1.12.1,host,USB,35,URB_INTERRUPT in,0000500000000000
358,175.837457,1.12.1,host,USB,35,URB_INTERRUPT in,0000000000000000
359,175.937458,1.12.1,host,USB,35,URB_INTERRUPT in,0000500000000000
360,176.017457,1.12.1,host,USB,35,URB_INTERRUPT in,0000000000000000
361,176.128453,1.12.1,host,USB,35,URB_INTERRUPT in,0000500000000000
362,176.223457,1.12.1,host,USB,35,URB_INTERRUPT in,0000000000000000
363,176.448456,1.12.1,host,USB,35,URB_INTERRUPT in,0000500000000000
364,176.554483,1.12.1,host,USB,35,URB_INTERRUPT in,0000000000000000
365,176.789457,1.12.1,host,USB,35,URB_INTERRUPT in,0000500000000000
366,176.884457,1.12.1,host,USB,35,URB_INTERRUPT in,0000000000000000
367,177.145482,1.12.1,host,USB,35,URB_INTERRUPT in,0200000000000000
368,177.616472,1.12.1,host,USB,35,URB_INTERRUPT in,0200050000000000
369,177.691455,1.12.1,host,USB,35,URB_INTERRUPT in,0200000000000000
370,177.862455,1.12.1,host,USB,35,URB_INTERRUPT in,0000000000000000
371,178.378456,1.12.1,host,USB,35,URB_INTERRUPT in,00004f0000000000
372,178.508455,1.12.1,host,USB,35,URB_INTERRUPT in,0000000000000000
373,178.709454,1.12.1,host,USB,35,URB_INTERRUPT in,00004f0000000000
374,178.824462,1.12.1,host,USB,35,URB_INTERRUPT in,0000000000000000
375,178.984455,1.12.1,host,USB,35,URB_INTERRUPT in,00004f0000000000
376,179.090454,1.12.1,host,USB,35,URB_INTERRUPT in,0000000000000000
377,179.230455,1.12.1,host,USB,35,URB_INTERRUPT in,00004f0000000000
378,179.33048,1.12.1,host,USB,35,URB_INTERRUPT in,0000000000000000
379,179.471454,1.12.1,host,USB,35,URB_INTERRUPT in,00004f0000000000
380,179.586455,1.12.1,host,USB,35,URB_INTERRUPT in,0000000000000000
381,179.73148,1.12.1,host,USB,35,URB_INTERRUPT in,00004f0000000000
382,179.842453,1.12.1,host,USB,35,URB_INTERRUPT in,0000000000000000
383,179.992453,1.12.1,host,USB,35,URB_INTERRUPT in,00004f0000000000
384,180.082455,1.12.1,host,USB,35,URB_INTERRUPT in,0000000000000000
385,180.243479,1.12.1,host,USB,35,URB_INTERRUPT in,00004f0000000000
386,180.348452,1.12.1,host,USB,35,URB_INTERRUPT in,0000000000000000
387,180.498453,1.12.1,host,USB,35,URB_INTERRUPT in,00004f0000000000
388,180.598483,1.12.1,host,USB,35,URB_INTERRUPT in,0000000000000000
389,180.759453,1.12.1,host,USB,35,URB_INTERRUPT in,00004f0000000000
390,180.839477,1.12.1,host,USB,35,URB_INTERRUPT in,0000000000000000
391,181.024479,1.12.1,host,USB,35,URB_INTERRUPT in,00004f0000000000
392,181.130452,1.12.1,host,USB,35,URB_INTERRUPT in,0000000000000000
393,181.270454,1.12.1,host,USB,35,URB_INTERRUPT in,00004f0000000000
394,181.370478,1.12.1,host,USB,35,URB_INTERRUPT in,0000000000000000
395,181.566477,1.12.1,host,USB,35,URB_INTERRUPT in,00004f0000000000
396,181.676452,1.12.1,host,USB,35,URB_INTERRUPT in,0000000000000000
397,182.01748,1.12.1,host,USB,35,URB_INTERRUPT in,00004f0000000000
398,182.137479,1.12.1,host,USB,35,URB_INTERRUPT in,0000000000000000
399,187.716449,1.12.1,host,USB,35,URB_INTERRUPT in,0000170000000000
400,187.801473,1.12.1,host,USB,35,URB_INTERRUPT in,0000000000000000
401,188.573448,1.12.1,host,USB,35,URB_INTERRUPT in,00004f0000000000
402,188.678447,1.12.1,host,USB,35,URB_INTERRUPT in,0000000000000000
403,190.14647,1.12.1,host,USB,35,URB_INTERRUPT in,0000220000000000
404,190.232445,1.12.1,host,USB,35,URB_INTERRUPT in,0000000000000000
405,192.25745,1.12.1,host,USB,35,URB_INTERRUPT in,0000500000000000
