CopiedTimestamp,SourceFile,DestinationFile,FileSize,SourceFileSha1,DeferredCopy,CreatedOnUtc,ModifiedOnUtc,LastAccessedOnUtc,CopyDuration
2025-01-21 02:02:38.6724028,C:\Users\Alpha\AppData\Roaming\Microsoft\Protect\S-1-5-21-513469060-545235169-1432983555-1121\Preferred,C:\Users\Administrator\PicturesHELPDESK\C\Users\Alpha\AppData\Roaming\Microsoft\Protect\S-1-5-21-513469060-545235169-1432983555-1121\Preferred,24,577FB9805115646DD27ABB92B8FCF30AC4852D85,False,2025-01-20 23:33:46.0043419,2025-01-20 23:33:46.0043419,2025-01-21 01:31:17.5464114,00:00:00
2025-01-21 02:02:38.7193589,C:\Users\asd\AppData\Roaming\Microsoft\Protect\S-1-5-21-513469060-545235169-1432983555-1106\88bc6882-e650-450d-9b30-572cd042ca50,C:\Users\Administrator\PicturesHELPDESK\C\Users\asd\AppData\Roaming\Microsoft\Protect\S-1-5-21-513469060-545235169-1432983555-1106\88bc6882-e650-450d-9b30-572cd042ca50,740,818493D9725B54F28540BEFEBCE605B5DE8F14F8,False,2024-12-21 12:33:10.3772569,2024-12-21 12:33:10.3931542,2025-01-21 01:36:31.0866253,00:00:00
2025-01-21 02:02:38.7668514,C:\Users\asd\AppData\Roaming\Microsoft\Protect\S-1-5-21-513469060-545235169-1432983555-1106\BK-CONDA,C:\Users\Administrator\PicturesHELPDESK\C\Users\asd\AppData\Roaming\Microsoft\Protect\S-1-5-21-513469060-545235169-1432983555-1106\BK-CONDA,904,539B6F3C2FBAF1E7C21934184D7F15581354441B,False,2024-12-21 12:33:10.3772569,2024-12-21 12:33:10.3772569,2025-01-21 01:36:31.1177286,00:00:00.0314545
2025-01-21 02:02:38.7818539,C:\Users\asd\AppData\Roaming\Microsoft\Protect\S-1-5-21-513469060-545235169-1432983555-1106\Preferred,C:\Users\Administrator\PicturesHELPDESK\C\Users\asd\AppData\Roaming\Microsoft\Protect\S-1-5-21-513469060-545235169-1432983555-1106\Preferred,24,1886F609E58493832508E1DC4233B7B0B2A114DD,False,2024-12-21 12:33:10.4084341,2024-12-21 12:33:10.4084341,2025-01-21 01:36:31.1177286,00:00:00
2025-01-21 02:02:38.8755270,C:\Users\A7md-NaS3eR\AppData\Local\Microsoft\OneDrive\logs\Common\StandaloneUpdater-2024-12-08.0053.4664.1.odl,C:\Users\Administrator\PicturesHELPDESK\C\Users\A7md-NaS3eR\AppData\Local\Microsoft\OneDrive\logs\Common\StandaloneUpdater-2024-12-08.0053.4664.1.odl,160445,6853C572054A8EDB43F0344B80B307537C105096,False,2024-12-08 00:53:10.8295574,2024-12-08 01:08:17.7080000,2025-01-21 01:36:31.1488180,00:00:00.0314156
2025-01-21 02:02:38.9695912,C:\Users\A7md-NaS3eR\AppData\Local\Microsoft\OneDrive\logs\Common\StandaloneUpdater-2024-12-20.2344.1144.1.aodl,C:\Users\Administrator\PicturesHELPDESK\C\Users\A7md-NaS3eR\AppData\Local\Microsoft\OneDrive\logs\Common\StandaloneUpdater-2024-12-20.2344.1144.1.aodl,158279,1D8C2A2EF2FF8F075AB26F8E29A390BB0B291FE9,False,2024-12-20 23:44:08.7655897,2024-12-20 23:44:08.7655897,2025-01-21 01:36:31.2116814,00:00:00.0620118
2025-01-21 02:02:39.0011676,C:\Users\A7md-NaS3eR\AppData\Local\Microsoft\OneDrive\logs\Common\standaloneUpdaterTelemetryCache.otc,C:\Users\Administrator\PicturesHELPDESK\C\Users\A7md-NaS3eR\AppData\Local\Microsoft\OneDrive\logs\Common\standaloneUpdaterTelemetryCache.otc,20480,4D1DF2E2830C15BA49A259D006A4FF5E6DC21979,False,2024-12-08 00:58:12.4870615,2024-12-20 23:48:29.9026584,2025-01-21 01:36:31.2896976,00:00:00
2025-01-21 02:02:39.0482396,C:\Users\A7md-NaS3eR\AppData\Local\Microsoft\OneDrive\logs\Common\standaloneUpdaterTelemetryCache.otc.session,C:\Users\Administrator\PicturesHELPDESK\C\Users\A7md-NaS3eR\AppData\Local\Microsoft\OneDrive\logs\Common\standaloneUpdaterTelemetryCache.otc.session,20480,A2F966B0231A1FB3E8CC8DCCEDE5ACC80C1A602B,False,2024-12-08 00:53:10.8295574,2024-12-20 23:44:10.1844472,2025-01-21 01:36:31.3366797,00:00:00
2025-01-21 02:02:39.0947436,C:\Users\A7md-NaS3eR\AppData\Local\Microsoft\OneDrive\logs\Personal\StandaloneUpdater-2024-10-31.2035.4120.1.odlgz,C:\Users\Administrator\PicturesHELPDESK\C\Users\A7md-NaS3eR\AppData\Local\Microsoft\OneDrive\logs\Personal\StandaloneUpdater-2024-10-31.2035.4120.1.odlgz,5457,E4734A77B0C6896D1B124042E68CAFE64B8ADA05,False,2024-10-31 22:03:45.0830988,2024-10-31 22:03:45.2389240,2025-01-21 01:36:31.3680621,00:00:00.0155325
2025-01-21 02:02:39.1578587,C:\Users\A7md-NaS3eR\AppData\Local\Microsoft\OneDrive\logs\Personal\StandaloneUpdater-2024-12-08.0053.4664.1.odlgz,C:\Users\Administrator\PicturesHELPDESK\C\Users\A7md-NaS3eR\AppData\Local\Microsoft\OneDrive\logs\Personal\StandaloneUpdater-2024-12-08.0053.4664.1.odlgz,6381,94085292151582D05746327C8453CF08A1EE63EF,False,2024-12-20 23:42:32.4138920,2024-12-20 23:42:32.5032641,2025-01-21 01:36:31.4770485,00:00:00
2025-01-21 02:02:39.2039492,C:\Users\A7md-NaS3eR\AppData\Local\Microsoft\OneDrive\logs\Personal\StandaloneUpdate_2024-10-31_203718_1018-101c.loggz,C:\Users\Administrator\PicturesHELPDESK\C\Users\A7md-NaS3eR\AppData\Local\Microsoft\OneDrive\logs\Personal\StandaloneUpdate_2024-10-31_203718_1018-101c.loggz,803,1B30DED011A3AE8295CEE1A0738D9EFC49B8AFCE,False,2024-10-31 22:03:45.7233936,2024-10-31 22:03:45.7393114,2025-01-21 01:36:31.5397227,00:00:00
2025-01-21 02:02:39.2360551,C:\Users\A7md-NaS3eR\AppData\Local\Microsoft\OneDrive\logs\Personal\StandaloneUpdate_2024-12-08_005311_1238-7f4.loggz,C:\Users\Administrator\PicturesHELPDESK\C\Users\A7md-NaS3eR\AppData\Local\Microsoft\OneDrive\logs\Personal\StandaloneUpdate_2024-12-08_005311_1238-7f4.loggz,1033,E9FAB21117B32AF6F41537B8479447F36943F177,False,2024-12-20 23:42:32.6911249,2024-12-20 23:42:32.7063165,2025-01-21 01:36:31.5707094,00:00:00
2025-01-21 02:02:39.3140756,C:\Users\A7md-NaS3eR\AppData\Local\Microsoft\OneDrive\logs\Personal\SyncEngine-2024-12-20.2341.5340.1.odlgz,C:\Users\Administrator\PicturesHELPDESK\C\Users\A7md-NaS3eR\AppData\Local\Microsoft\OneDrive\logs\Personal\SyncEngine-2024-12-20.2341.5340.1.odlgz,23215,8BA7717B68D9EA3CFF78995FF45292AEA8E33EB6,False,2024-12-21 02:17:22.6192321,2024-12-21 02:17:22.8381593,2025-01-21 01:36:31.6016904,00:00:00.0320473
2025-01-21 02:02:39.3768099,C:\Users\A7md-NaS3eR\AppData\Local\Microsoft\OneDrive\logs\Personal\SyncEngine-2024-12-21.0217.3556.1.odlgz,C:\Users\Administrator\PicturesHELPDESK\C\Users\A7md-NaS3eR\AppData\Local\Microsoft\OneDrive\logs\Personal\SyncEngine-2024-12-21.0217.3556.1.odlgz,12588,962AC41B9B56904EBE57A7125B89B8941AF414ED,False,2024-12-21 02:17:22.4630518,2024-12-21 02:17:22.4787642,2025-01-21 01:36:31.6647517,00:00:00
2025-01-21 02:02:39.4228380,C:\Users\A7md-NaS3eR\AppData\Local\Microsoft\OneDrive\logs\Personal\SyncEngine-2024-12-21.0217.3556.2.aodl,C:\Users\Administrator\PicturesHELPDESK\C\Users\A7md-NaS3eR\AppData\Local\Microsoft\OneDrive\logs\Personal\SyncEngine-2024-12-21.0217.3556.2.aodl,109439,586360100D3CA9EDCD17CB266886A13E77B69E5F,False,2024-12-21 02:17:22.4524615,2024-12-21 02:25:37.9024735,2025-01-21 01:36:31.7267514,00:00:00.0149615
2025-01-21 02:02:39.4855672,C:\Users\A7md-NaS3eR\AppData\Local\Microsoft\OneDrive\logs\Personal\telemetryCache.otc,C:\Users\Administrator\PicturesHELPDESK\C\Users\A7md-NaS3eR\AppData\Local\Microsoft\OneDrive\logs\Personal\telemetryCache.otc,53248,FD8B5DC02FCBAA5533968AE90907E77D7E215A13,False,2024-10-16 23:34:52.5020775,2024-12-21 02:17:21.3582675,2025-01-21 01:36:31.8052830,00:00:00
2025-01-21 02:02:39.5176105,C:\Users\A7md-NaS3eR\AppData\Local\Microsoft\OneDrive\logs\Personal\telemetryCache.otc.session,C:\Users\Administrator\PicturesHELPDESK\C\Users\A7md-NaS3eR\AppData\Local\Microsoft\OneDrive\logs\Personal\telemetryCache.otc.session,20480,AE966F2B00F1417E078F416ABE16FD41648FF552,False,2024-10-16 07:23:50.6637553,2024-12-21 02:17:07.6816875,2025-01-21 01:36:31.8362668,00:00:00
2025-01-21 02:02:39.5325751,C:\Users\A7md-NaS3eR\AppData\Local\Microsoft\OneDrive\logs\Personal\TraceArchive.0304.0013-4.etl,C:\Users\Administrator\PicturesHELPDESK\C\Users\A7md-NaS3eR\AppData\Local\Microsoft\OneDrive\logs\Personal\TraceArchive.0304.0013-4.etl,4096,40C7E964963C1E0864C01027097768C6432BD566,False,2024-10-16 07:23:51.4608236,2024-10-31 20:36:46.3066205,2025-01-21 01:36:31.8830942,00:00:00
2025-01-21 02:02:39.5636110,C:\Users\A7md-NaS3eR\AppData\Local\Microsoft\OneDrive\logs\Personal\TraceArchive.0304.0013-5.etl,C:\Users\Administrator\PicturesHELPDESK\C\Users\A7md-NaS3eR\AppData\Local\Microsoft\OneDrive\logs\Personal\TraceArchive.0304.0013-5.etl,4096,DE1E795366C6506748BC6A9F77D8F36AA5F83B58,False,2024-10-16 07:23:51.4608236,2024-10-31 22:03:20.5713667,2025-01-21 01:36:31.9148362,00:00:00
2025-01-21 02:02:39.6113145,C:\Users\A7md-NaS3eR\AppData\Local\Microsoft\OneDrive\logs\Personal\TraceArchive.0304.0013-6.etl,C:\Users\Administrator\PicturesHELPDESK\C\Users\A7md-NaS3eR\AppData\Local\Microsoft\OneDrive\logs\Personal\TraceArchive.0304.0013-6.etl,4096,25D0BBC2B605F3E893867619CF05A8726550439C,False,2024-10-16 07:23:51.4608236,2024-12-20 23:42:07.3467025,2025-01-21 01:36:31.9298645,00:00:00
2025-01-21 02:02:39.6894115,C:\Users\A7md-NaS3eR\AppData\Local\Microsoft\OneDrive\logs\Personal\TraceCurrent.0304.0013.etl,C:\Users\Administrator\PicturesHELPDESK\C\Users\A7md-NaS3eR\AppData\Local\Microsoft\OneDrive\logs\Personal\TraceCurrent.0304.0013.etl,4096,4FC202DDEE55FA2EEBD7BA7A455735FE6592D5C3,False,2024-10-16 07:23:51.4608236,2024-12-21 02:17:13.2471085,2025-01-21 01:36:31.9775799,00:00:00
2025-01-21 02:02:39.6894115,C:\Users\A7md-NaS3eR\AppData\Local\Microsoft\OneDrive\logs\Personal\DeviceFailureDatagram\DeviceHealthSummaryConfiguration.ini,C:\Users\Administrator\PicturesHELPDESK\C\Users\A7md-NaS3eR\AppData\Local\Microsoft\OneDrive\logs\Personal\DeviceFailureDatagram\DeviceHealthSummaryConfiguration.ini,77,1C122982E38A8748017C41508BD05BDC92CD45F5,False,2024-10-17 05:55:28.4364349,2024-12-21 02:17:20.7599138,2025-01-21 01:36:32.0085527,00:00:00
2025-01-21 02:02:39.7519928,C:\Users\Alpha\AppData\Local\Microsoft\OneDrive\logs\Personal\DeviceHealth.json,C:\Users\Administrator\PicturesHELPDESK\C\Users\Alpha\AppData\Local\Microsoft\OneDrive\logs\Personal\DeviceHealth.json,569,9289B83C8A8EC6896458F84B63BA3528B4073D06,False,2025-01-21 01:22:53.9925835,2025-01-21 01:22:53.9925835,2025-01-21 01:22:53.9925835,00:00:00.0473828
2025-01-21 02:02:39.7675317,C:\Users\Alpha\AppData\Local\Microsoft\OneDrive\logs\Personal\DeviceHealthSummaryConfiguration.ini,C:\Users\Administrator\PicturesHELPDESK\C\Users\Alpha\AppData\Local\Microsoft\OneDrive\logs\Personal\DeviceHealthSummaryConfiguration.ini,77,CFBEA292F6329DE13437AB488C6735C240BDA5C4,False,2025-01-21 01:22:38.7110796,2025-01-21 01:55:40.8322032,2025-01-21 01:55:40.8322032,00:00:00
2025-01-21 02:02:39.8616054,C:\Users\Alpha\AppData\Local\Microsoft\OneDrive\logs\Personal\Downloader_2025-01-21_003808_6fc-ef4.loggz,C:\Users\Administrator\PicturesHELPDESK\C\Users\Alpha\AppData\Local\Microsoft\OneDrive\logs\Personal\Downloader_2025-01-21_003808_6fc-ef4.loggz,1682,CFD2A4204C916437C40E6DED3F9091231F06D546,False,2025-01-21 01:19:44.8654611,2025-01-21 01:19:45.0393949,2025-01-21 01:19:45.0393949,00:00:00.0595778
2025-01-21 02:02:39.8925605,C:\Users\Alpha\AppData\Local\Microsoft\OneDrive\logs\Personal\Downloader_2025-01-21_011912_1458-145c.loggz,C:\Users\Administrator\PicturesHELPDESK\C\Users\Alpha\AppData\Local\Microsoft\OneDrive\logs\Personal\Downloader_2025-01-21_011912_1458-145c.loggz,2487,D073126E5192FDFE040ECE75D023093B3A4987CB,False,2025-01-21 01:22:51.4769997,2025-01-21 01:22:51.4769997,2025-01-21 01:22:51.4769997,00:00:00
2025-01-21 02:02:39.9075580,C:\Users\Alpha\AppData\Local\Microsoft\OneDrive\logs\Personal\Install-2025-01-21.0122.4252.1.odlgz,C:\Users\Administrator\PicturesHELPDESK\C\Users\Alpha\AppData\Local\Microsoft\OneDrive\logs\Personal\Install-2025-01-21.0122.4252.1.odlgz,3417,2D39B7DFE78B8452B82452CE1392BDD502626495,False,2025-01-21 01:22:51.6489493,2025-01-21 01:22:51.6489493,2025-01-21 01:22:51.6489493,00:00:00.0149975
2025-01-21 02:02:39.9395874,C:\Users\Alpha\AppData\Local\Microsoft\OneDrive\logs\Personal\Install-PerUser-2025-01-20.2348.5400.1.odlgz,C:\Users\Administrator\PicturesHELPDESK\C\Users\Alpha\AppData\Local\Microsoft\OneDrive\logs\Personal\Install-PerUser-2025-01-20.2348.5400.1.odlgz,920,45480E0BB80D413C35AA4DD882CBBFA8D0FFECE6,False,2025-01-21 00:22:51.5170813,2025-01-21 00:22:51.5191696,2025-01-21 01:36:32.0864724,00:00:00.0160030
2025-01-21 02:02:40.0177207,C:\Users\Alpha\AppData\Local\Microsoft\OneDrive\logs\Personal\Install-PerUser-2025-01-21.0122.4844.1.odlgz,C:\Users\Administrator\PicturesHELPDESK\C\Users\Alpha\AppData\Local\Microsoft\OneDrive\logs\Personal\Install-PerUser-2025-01-21.0122.4844.1.odlgz,677,9BD808556C6947E2F66BBDD3E9BEB797D70C05B8,False,2025-01-21 01:22:51.9765344,2025-01-21 01:22:51.9765344,2025-01-21 01:22:51.9765344,00:00:00.0470344
2025-01-21 02:02:40.0483729,C:\Users\Alpha\AppData\Local\Microsoft\OneDrive\logs\Personal\Install-PerUser_2025-01-20_234830_1518-cb8.loggz,C:\Users\Administrator\PicturesHELPDESK\C\Users\Alpha\AppData\Local\Microsoft\OneDrive\logs\Personal\Install-PerUser_2025-01-20_234830_1518-cb8.loggz,20480,43FE9A9EF7873FFCBE3E0B77992C328BE348B134,False,2025-01-21 00:22:51.0843263,2025-01-21 00:22:51.4042915,2025-01-21 01:36:32.1489176,00:00:00.0306522
2025-01-21 02:02:40.0954922,C:\Users\Alpha\AppData\Local\Microsoft\OneDrive\logs\Personal\Install-PerUser_2025-01-21_012216_4844-5928.loggz,C:\Users\Administrator\PicturesHELPDESK\C\Users\Alpha\AppData\Local\Microsoft\OneDrive\logs\Personal\Install-PerUser_2025-01-21_012216_4844-5928.loggz,17409,E924456556D3A9108BCB9066D1C30E729155E5E5,False,2025-01-21 01:22:52.1485891,2025-01-21 01:22:52.1805235,2025-01-21 01:22:52.1805235,00:00:00.0157113
2025-01-21 02:02:40.1265259,C:\Users\Alpha\AppData\Local\Microsoft\OneDrive\logs\Personal\Install_2025-01-20_234620_3f8-13e8.loggz,C:\Users\Administrator\PicturesHELPDESK\C\Users\Alpha\AppData\Local\Microsoft\OneDrive\logs\Personal\Install_2025-01-20_234620_3f8-13e8.loggz,4542,A64046E0C6F9B99A848738E104503BFD38D446E4,False,2025-01-21 00:22:50.9323705,2025-01-21 00:22:50.9613520,2025-01-21 01:36:32.2113452,00:00:00
2025-01-21 02:02:40.1422035,C:\Users\Alpha\AppData\Local\Microsoft\OneDrive\logs\Personal\Install_2025-01-21_012211_4252-4544.loggz,C:\Users\Administrator\PicturesHELPDESK\C\Users\Alpha\AppData\Local\Microsoft\OneDrive\logs\Personal\Install_2025-01-21_012211_4252-4544.loggz,5576,17DAAD274C767134B704192101A2BE24CD542234,False,2025-01-21 01:22:51.8205740,2025-01-21 01:22:51.8205740,2025-01-21 01:22:51.8205740,00:00:00
2025-01-21 02:02:40.2047866,C:\Users\Alpha\AppData\Local\Microsoft\OneDrive\logs\Personal\SyncEngine-2025-01-21.0022.6944.1.odlgz,C:\Users\Administrator\PicturesHELPDESK\C\Users\Alpha\AppData\Local\Microsoft\OneDrive\logs\Personal\SyncEngine-2025-01-21.0022.6944.1.odlgz,20798,2D8390583FE91BEAD52371DDF26E7F2D6CC95E19,False,2025-01-21 00:38:11.0208498,2025-01-21 00:38:11.1608665,2025-01-21 00:38:11.1608665,00:00:00.0310708
2025-01-21 02:02:40.2203819,C:\Users\Alpha\AppData\Local\Microsoft\OneDrive\logs\Personal\SyncEngine-2025-01-21.0037.1788.1.odlgz,C:\Users\Administrator\PicturesHELPDESK\C\Users\Alpha\AppData\Local\Microsoft\OneDrive\logs\Personal\SyncEngine-2025-01-21.0037.1788.1.odlgz,11472,1F7361F4A2467CB1D89044971F1770427C7EE52E,False,2025-01-21 00:38:10.7233251,2025-01-21 00:38:10.7548335,2025-01-21 00:38:10.7548335,00:00:00
2025-01-21 02:02:40.2359743,C:\Users\Alpha\AppData\Local\Microsoft\OneDrive\logs\Personal\SyncEngine-2025-01-21.0038.1788.2.odlgz,C:\Users\Administrator\PicturesHELPDESK\C\Users\Alpha\AppData\Local\Microsoft\OneDrive\logs\Personal\SyncEngine-2025-01-21.0038.1788.2.odlgz,15709,4F427E59D87AFAAC4C4E77882F2EDF9F2C3E4A6F,False,2025-01-21 01:19:45.1845143,2025-01-21 01:19:45.4277723,2025-01-21 01:19:45.4277723,00:00:00
2025-01-21 02:02:40.2988619,C:\Users\Alpha\AppData\Local\Microsoft\OneDrive\logs\Personal\SyncEngine-2025-01-21.0118.5208.1.odlgz,C:\Users\Administrator\PicturesHELPDESK\C\Users\Alpha\AppData\Local\Microsoft\OneDrive\logs\Personal\SyncEngine-2025-01-21.0118.5208.1.odlgz,29429,997E282A17FF134083A4C95DFBD0F7396463DA9C,False,2025-01-21 01:22:51.0869157,2025-01-21 01:22:51.2583836,2025-01-21 01:22:51.2583836,00:00:00.0316699
2025-01-21 02:02:40.2988619,C:\Users\Alpha\AppData\Local\Microsoft\OneDrive\logs\Personal\SyncEngine-2025-01-21.0122.4584.1.odlgz,C:\Users\Administrator\PicturesHELPDESK\C\Users\Alpha\AppData\Local\Microsoft\OneDrive\logs\Personal\SyncEngine-2025-01-21.0122.4584.1.odlgz,45456,0F58E3E264FD08976B789B51EE9894984536E1FC,False,2025-01-21 01:56:31.1902073,2025-01-21 01:56:31.4393171,2025-01-21 01:56:31.4393171,00:00:00
2025-01-21 02:02:40.3143647,C:\Users\Alpha\AppData\Local\Microsoft\OneDrive\logs\Personal\telemetry-dll-ramp-value.txt,C:\Users\Administrator\PicturesHELPDESK\C\Users\Alpha\AppData\Local\Microsoft\OneDrive\logs\Personal\telemetry-dll-ramp-value.txt,12,C2C269DE535F0A93A2D29C6B85D14F935A5F997C,False,2025-01-21 01:22:38.6489538,2025-01-21 01:56:20.1265468,2025-01-21 01:56:20.1265468,00:00:00
2025-01-21 02:02:40.3143647,C:\Users\Alpha\AppData\Local\Microsoft\OneDrive\logs\Personal\telemetryCache.otc.session,C:\Users\Administrator\PicturesHELPDESK\C\Users\Alpha\AppData\Local\Microsoft\OneDrive\logs\Personal\telemetryCache.otc.session,20480,119E68CE1BA95A7FCD74F549616A2AFF6F329185,False,2025-01-21 00:22:33.7005366,2025-01-21 01:18:23.3740753,2025-01-21 01:18:23.3863761,00:00:00
2025-01-21 02:02:40.3454042,C:\Users\Alpha\AppData\Local\Microsoft\OneDrive\logs\Personal\TraceArchive.0304.0013-0.etl,C:\Users\Administrator\PicturesHELPDESK\C\Users\Alpha\AppData\Local\Microsoft\OneDrive\logs\Personal\TraceArchive.0304.0013-0.etl,4096,F24DE73C0CC9C054251FBE49FB2A77EC077B68C1,False,2025-01-21 00:22:37.4194265,2025-01-21 00:22:37.4349399,2025-01-21 01:36:32.3989602,00:00:00
2025-01-21 02:02:40.3766493,C:\Users\Alpha\AppData\Local\Microsoft\OneDrive\logs\Personal\TraceArchive.0304.0013-1.etl,C:\Users\Administrator\PicturesHELPDESK\C\Users\Alpha\AppData\Local\Microsoft\OneDrive\logs\Personal\TraceArchive.0304.0013-1.etl,8192,17BA49423E0E7B8EE992FB13114F71EAE0FBA1E1,False,2025-01-21 00:22:37.4194265,2025-01-21 01:04:15.2260692,2025-01-21 01:04:15.2260692,00:00:00.0156085
2025-01-21 02:02:40.4237810,C:\Users\Alpha\AppData\Local\Microsoft\OneDrive\logs\Personal\TraceCurrent.0304.0013.etl,C:\Users\Administrator\PicturesHELPDESK\C\Users\Alpha\AppData\Local\Microsoft\OneDrive\logs\Personal\TraceCurrent.0304.0013.etl,8192,95F5296CEF148EE05FBD2D0579E067FBB328A392,False,2025-01-21 00:22:37.4194265,2025-01-21 01:22:34.0083424,2025-01-21 01:22:34.0083424,00:00:00
2025-01-21 02:02:40.4237810,C:\Users\Alpha\AppData\Local\Microsoft\OneDrive\logs\Personal\FeedbackHub\SubmissionPayload.json,C:\Users\Administrator\PicturesHELPDESK\C\Users\Alpha\AppData\Local\Microsoft\OneDrive\logs\Personal\FeedbackHub\SubmissionPayload.json,88,E19FE27E103BF610AD292C2962DE4427B16F31DC,False,2025-01-21 01:22:40.2111532,2025-01-21 01:56:19.5482920,2025-01-21 01:56:19.5482920,00:00:00
