SourceFile,SourceFileSha1,Reason
G:\Users\samy\AppData\Local\Microsoft\OneDrive\settings\Personal\OCSI.db,4AE934A5DA1EB35310F5304DEA9A3BE46CEF6B56,Deduped
G:\Users\samy\AppData\Local\Microsoft\OneDrive\settings\Personal\SurveyManagerState.json,DC0A3FAA6746876C3302C03588771132EECAF7EC,Deduped
G:\Users\steven\AppData\Local\Microsoft\OneDrive\settings\CxP.db,EC8416E1A9A107B359C46A3961EEF303CE170694,Deduped
G:\Users\steven\AppData\Local\Microsoft\OneDrive\settings\PreSignInSettingsConfig.json,F9093D18305F8BA1389903AAA334FD583D61E94E,Deduped
G:\Users\steven\AppData\Local\Microsoft\OneDrive\settings\Personal\logUploaderSettings_temp.ini,77DE10E2FA590DDFAAD66BF3E0066A8D952CD755,Deduped
G:\Users\steven\AppData\Local\Microsoft\OneDrive\settings\Personal\OCSI.db,4AE934A5DA1EB35310F5304DEA9A3BE46CEF6B56,Deduped
G:\Users\steven\AppData\Local\Microsoft\OneDrive\settings\Personal\OCSI.db-shm,608EEB7488042453C9CA40F7E1398FC1A270F3F4,Deduped
G:\Users\steven\AppData\Local\Microsoft\OneDrive\settings\Personal\OCSI.db-wal,DA39A3EE5E6B4B0D3255BFEF95601890AFD80709,Deduped
G:\Users\steven\AppData\Local\Microsoft\OneDrive\settings\Personal\SettingsDatabase.db,EC8416E1A9A107B359C46A3961EEF303CE170694,Deduped
G:\Users\steven\AppData\Local\Microsoft\OneDrive\settings\Personal\SurveyManagerState.json,DC0A3FAA6746876C3302C03588771132EECAF7EC,Deduped
G:\Users\steven\AppData\Local\Microsoft\OneDrive\settings\Personal\SyncEngineDatabase.db,EFD97208076CF784A450174478B5ECFEB0689BEC,Deduped
G:\Users\steven\AppData\Local\Microsoft\OneDrive\settings\Personal\SyncEngineDatabase.db-shm,608EEB7488042453C9CA40F7E1398FC1A270F3F4,Deduped
G:\Users\steven\AppData\Local\Microsoft\OneDrive\settings\Personal\SyncEngineDatabase.db-wal,DA39A3EE5E6B4B0D3255BFEF95601890AFD80709,Deduped
G:\Users\steven\AppData\Local\Microsoft\OneDrive\settings\Personal\UXDatabase.db,ED235B8E0F7FBF39C5791706D94A7B90CDE6141E,Deduped
G:\Windows\System32\winevt\logs\HardwareEvents.evtx,C70BFFF0A559AF8CB76AD80A504DD55BD6CC484D,Deduped
G:\Windows\System32\winevt\logs\Internet Explorer.evtx,C70BFFF0A559AF8CB76AD80A504DD55BD6CC484D,Deduped
G:\Windows\System32\winevt\logs\Key Management Service.evtx,C70BFFF0A559AF8CB76AD80A504DD55BD6CC484D,Deduped
G:\Windows\System32\winevt\logs\Microsoft-Windows-Application-Experience%4Program-Compatibility-Troubleshooter.evtx,C70BFFF0A559AF8CB76AD80A504DD55BD6CC484D,Deduped
G:\Windows\System32\winevt\logs\Microsoft-Windows-Application-Experience%4Program-Inventory.evtx,C70BFFF0A559AF8CB76AD80A504DD55BD6CC484D,Deduped
G:\Windows\System32\winevt\logs\Microsoft-Windows-Application-Experience%4Steps-Recorder.evtx,C70BFFF0A559AF8CB76AD80A504DD55BD6CC484D,Deduped
G:\Windows\System32\winevt\logs\Microsoft-Windows-AppXDeploymentServer%4Restricted.evtx,C70BFFF0A559AF8CB76AD80A504DD55BD6CC484D,Deduped
G:\Windows\System32\winevt\logs\Microsoft-Windows-Audio%4CaptureMonitor.evtx,C70BFFF0A559AF8CB76AD80A504DD55BD6CC484D,Deduped
G:\Windows\System32\winevt\logs\Microsoft-Windows-Dhcpv6-Client%4Admin.evtx,C70BFFF0A559AF8CB76AD80A504DD55BD6CC484D,Deduped
G:\Windows\System32\winevt\logs\Microsoft-Windows-Diagnosis-PLA%4Operational.evtx,C70BFFF0A559AF8CB76AD80A504DD55BD6CC484D,Deduped
G:\Windows\System32\winevt\logs\Microsoft-Windows-Diagnosis-Scheduled%4Operational.evtx,C70BFFF0A559AF8CB76AD80A504DD55BD6CC484D,Deduped
G:\Windows\System32\winevt\logs\Microsoft-Windows-FileHistory-Core%4WHC.evtx,C70BFFF0A559AF8CB76AD80A504DD55BD6CC484D,Deduped
G:\Windows\System32\winevt\logs\Microsoft-Windows-HotspotAuth%4Operational.evtx,C70BFFF0A559AF8CB76AD80A504DD55BD6CC484D,Deduped
G:\Windows\System32\winevt\logs\Microsoft-Windows-Kernel-PnP%4Driver Watchdog.evtx,C70BFFF0A559AF8CB76AD80A504DD55BD6CC484D,Deduped
G:\Windows\System32\winevt\logs\Microsoft-Windows-Kernel-Power%4Thermal-Operational.evtx,C70BFFF0A559AF8CB76AD80A504DD55BD6CC484D,Deduped
G:\Windows\System32\winevt\logs\Microsoft-Windows-Kernel-StoreMgr%4Operational.evtx,C70BFFF0A559AF8CB76AD80A504DD55BD6CC484D,Deduped
G:\Windows\System32\winevt\logs\Microsoft-Windows-Kernel-WHEA%4Errors.evtx,C70BFFF0A559AF8CB76AD80A504DD55BD6CC484D,Deduped
G:\Windows\System32\winevt\logs\Microsoft-Windows-ModernDeployment-Diagnostics-Provider%4Admin.evtx,C70BFFF0A559AF8CB76AD80A504DD55BD6CC484D,Deduped
G:\Windows\System32\winevt\logs\Microsoft-Windows-ModernDeployment-Diagnostics-Provider%4Diagnostics.evtx,C70BFFF0A559AF8CB76AD80A504DD55BD6CC484D,Deduped
G:\Windows\System32\winevt\logs\Microsoft-Windows-MUI%4Admin.evtx,C70BFFF0A559AF8CB76AD80A504DD55BD6CC484D,Deduped
G:\Windows\System32\winevt\logs\Microsoft-Windows-PowerShell%4Admin.evtx,C70BFFF0A559AF8CB76AD80A504DD55BD6CC484D,Deduped
G:\Windows\System32\winevt\logs\Microsoft-Windows-Program-Compatibility-Assistant%4CompatAfterUpgrade.evtx,C70BFFF0A559AF8CB76AD80A504DD55BD6CC484D,Deduped
G:\Windows\System32\winevt\logs\Microsoft-Windows-Provisioning-Diagnostics-Provider%4AutoPilot.evtx,C70BFFF0A559AF8CB76AD80A504DD55BD6CC484D,Deduped
G:\Windows\System32\winevt\logs\Microsoft-Windows-Provisioning-Diagnostics-Provider%4ManagementService.evtx,C70BFFF0A559AF8CB76AD80A504DD55BD6CC484D,Deduped
G:\Windows\System32\winevt\logs\Microsoft-Windows-PushNotification-Platform%4Admin.evtx,C70BFFF0A559AF8CB76AD80A504DD55BD6CC484D,Deduped
G:\Windows\System32\winevt\logs\Microsoft-Windows-Regsvr32%4Operational.evtx,C70BFFF0A559AF8CB76AD80A504DD55BD6CC484D,Deduped
G:\Windows\System32\winevt\logs\Microsoft-Windows-Security-Mitigations%4UserMode.evtx,C70BFFF0A559AF8CB76AD80A504DD55BD6CC484D,Deduped
G:\Windows\System32\winevt\logs\Microsoft-Windows-SettingSync%4Operational.evtx,C70BFFF0A559AF8CB76AD80A504DD55BD6CC484D,Deduped
G:\Windows\System32\winevt\logs\Microsoft-Windows-Shell-ConnectedAccountState%4ActionCenter.evtx,C70BFFF0A559AF8CB76AD80A504DD55BD6CC484D,Deduped
G:\Windows\System32\winevt\logs\Microsoft-Windows-Shell-Core%4ActionCenter.evtx,C70BFFF0A559AF8CB76AD80A504DD55BD6CC484D,Deduped
G:\Windows\System32\winevt\logs\Microsoft-Windows-Shell-Core%4LogonTasksChannel.evtx,C70BFFF0A559AF8CB76AD80A504DD55BD6CC484D,Deduped
G:\Windows\System32\winevt\logs\Microsoft-Windows-SmbClient%4Audit.evtx,C70BFFF0A559AF8CB76AD80A504DD55BD6CC484D,Deduped
G:\Windows\System32\winevt\logs\Microsoft-Windows-SMBClient%4Operational.evtx,C70BFFF0A559AF8CB76AD80A504DD55BD6CC484D,Deduped
G:\Windows\System32\winevt\logs\Microsoft-Windows-SMBServer%4Audit.evtx,C70BFFF0A559AF8CB76AD80A504DD55BD6CC484D,Deduped
G:\Windows\System32\winevt\logs\Microsoft-Windows-SMBServer%4Connectivity.evtx,C70BFFF0A559AF8CB76AD80A504DD55BD6CC484D,Deduped
G:\Windows\System32\winevt\logs\Microsoft-Windows-SMBServer%4Security.evtx,C70BFFF0A559AF8CB76AD80A504DD55BD6CC484D,Deduped
G:\Windows\System32\winevt\logs\Microsoft-Windows-StateRepository%4Restricted.evtx,C70BFFF0A559AF8CB76AD80A504DD55BD6CC484D,Deduped
G:\Windows\System32\winevt\logs\Microsoft-Windows-StorageSpaces-Driver%4Diagnostic.evtx,C70BFFF0A559AF8CB76AD80A504DD55BD6CC484D,Deduped
G:\Windows\System32\winevt\logs\Microsoft-Windows-StorageSpaces-ManagementAgent%4WHC.evtx,C70BFFF0A559AF8CB76AD80A504DD55BD6CC484D,Deduped
G:\Windows\System32\winevt\logs\Microsoft-Windows-TerminalServices-LocalSessionManager%4Admin.evtx,C70BFFF0A559AF8CB76AD80A504DD55BD6CC484D,Deduped
G:\Windows\System32\winevt\logs\Microsoft-Windows-UserPnp%4ActionCenter.evtx,C70BFFF0A559AF8CB76AD80A504DD55BD6CC484D,Deduped
G:\Windows\System32\winevt\logs\Microsoft-Windows-Windows Firewall With Advanced Security%4ConnectionSecurity.evtx,C70BFFF0A559AF8CB76AD80A504DD55BD6CC484D,Deduped
G:\Windows\System32\winevt\logs\Microsoft-Windows-Windows Firewall With Advanced Security%4FirewallDiagnostics.evtx,C70BFFF0A559AF8CB76AD80A504DD55BD6CC484D,Deduped
G:\Windows\System32\winevt\logs\Microsoft-Windows-WindowsBackup%4ActionCenter.evtx,C70BFFF0A559AF8CB76AD80A504DD55BD6CC484D,Deduped
G:\Windows\System32\winevt\logs\Microsoft-Windows-WorkFolders%4WHC.evtx,C70BFFF0A559AF8CB76AD80A504DD55BD6CC484D,Deduped
G:\Windows\System32\winevt\logs\Parameters.evtx,C70BFFF0A559AF8CB76AD80A504DD55BD6CC484D,Deduped
G:\Windows\System32\winevt\logs\State.evtx,C70BFFF0A559AF8CB76AD80A504DD55BD6CC484D,Deduped
G:\Users\oliver\AppData\Roaming\Microsoft\Windows\Recent\desktop.ini,DABC2F24F4A4E90053743166E5C4175DCF2B2D2D,Deduped
G:\Users\oliver\AppData\Roaming\Microsoft\Windows\Recent\ms-gamingoverlay--kglcheck-.lnk,B8B3C198F44CC488D42D7047FB542B512AEACE69,Deduped
G:\Users\oliver\AppData\Roaming\Microsoft\Windows\Recent\CustomDestinations\7e4dca80246863e3.customDestinations-ms,707C3647EEC303E0801EFDF2D4636B3D409F42B9,Deduped
G:\Users\oliver\AppData\Roaming\Microsoft\Windows\Recent\CustomDestinations\f01b4d95cf55d32a.customDestinations-ms,9733D94607A3CBA277E567AF584510EDD9FEBF62,Deduped
G:\Users\samy\AppData\Roaming\Microsoft\Windows\Recent\desktop.ini,DABC2F24F4A4E90053743166E5C4175DCF2B2D2D,Deduped
G:\Users\samy\AppData\Roaming\Microsoft\Windows\Recent\CustomDestinations\7e4dca80246863e3.customDestinations-ms,707C3647EEC303E0801EFDF2D4636B3D409F42B9,Deduped
G:\Users\samy\AppData\Roaming\Microsoft\Windows\Recent\CustomDestinations\f01b4d95cf55d32a.customDestinations-ms,9733D94607A3CBA277E567AF584510EDD9FEBF62,Deduped
G:\Users\steven\AppData\Roaming\Microsoft\Windows\Recent\desktop.ini,DABC2F24F4A4E90053743166E5C4175DCF2B2D2D,Deduped
G:\Users\steven\AppData\Roaming\Microsoft\Windows\Recent\ms-gamingoverlay--kglcheck-.lnk,B8B3C198F44CC488D42D7047FB542B512AEACE69,Deduped
G:\Users\steven\AppData\Roaming\Microsoft\Windows\Recent\The Internet.lnk,5AEA7998B55EF5F89414E631853E8EE4493C33F9,Deduped
G:\Users\steven\AppData\Roaming\Microsoft\Windows\Recent\CustomDestinations\7e4dca80246863e3.customDestinations-ms,707C3647EEC303E0801EFDF2D4636B3D409F42B9,Deduped
G:\Users\steven\AppData\Roaming\Microsoft\Windows\Recent\CustomDestinations\f01b4d95cf55d32a.customDestinations-ms,9733D94607A3CBA277E567AF584510EDD9FEBF62,Deduped
G:\Users\Administrator\ntuser.dat.LOG2,DA39A3EE5E6B4B0D3255BFEF95601890AFD80709,Deduped
G:\Windows\System32\SRU\SRUres00002.jrs,1ADC95BEBE9EEA8C112D40CD04AB7A8D75C4F961,Deduped
G:\Windows\System32\SRU\SRUtmp.log,1ADC95BEBE9EEA8C112D40CD04AB7A8D75C4F961,Deduped
G:\Users\oliver\AppData\Local\Microsoft\Windows\Explorer\thumbcache_1280.db,B254D47F2B9769F13B033CAE2B0571D68D42E5EB,Deduped
G:\Users\oliver\AppData\Local\Microsoft\Windows\Explorer\thumbcache_1920.db,F1EAAA628678441481309261FABC9D155C0DD6CB,Deduped
G:\Users\oliver\AppData\Local\Microsoft\Windows\Explorer\thumbcache_2560.db,B7B82E72891E16D837A54F94960F9B3C83DC5552,Deduped
G:\Users\oliver\AppData\Local\Microsoft\Windows\Explorer\thumbcache_48.db,C4473EA845BE2FB5D28A61EFD72F19D74D5FC82E,Deduped
G:\Users\oliver\AppData\Local\Microsoft\Windows\Explorer\thumbcache_768.db,82259C6CB5B1F31CC2079A083BC93C726BFC4FBF,Deduped
G:\Users\oliver\AppData\Local\Microsoft\Windows\Explorer\thumbcache_custom_stream.db,D3E8D4AF812BBC4F4013C53C4FFAB992D1D714E3,Deduped
G:\Users\oliver\AppData\Local\Microsoft\Windows\Explorer\thumbcache_exif.db,78E7DA8D08E8898E956521D3B1BABBF6524E1DCA,Deduped
G:\Users\oliver\AppData\Local\Microsoft\Windows\Explorer\thumbcache_sr.db,930823EC80B85EDD22BAF555CAD21CDF48F066AA,Deduped
G:\Users\oliver\AppData\Local\Microsoft\Windows\Explorer\thumbcache_wide.db,5696B34625F027EC01765FC2BE49EFCFD882BF8E,Deduped
G:\Users\oliver\AppData\Local\Microsoft\Windows\Explorer\thumbcache_wide_alternate.db,A4DB9C8586B9E4FA24416EB0D00F06A9EBD16B02,Deduped
G:\Users\samy\AppData\Local\Microsoft\Windows\Explorer\thumbcache_1280.db,B254D47F2B9769F13B033CAE2B0571D68D42E5EB,Deduped
G:\Users\samy\AppData\Local\Microsoft\Windows\Explorer\thumbcache_16.db,76BFF5BB2EDDA31AD655EFB5A1E96E8DE77FD6CE,Deduped
G:\Users\samy\AppData\Local\Microsoft\Windows\Explorer\thumbcache_1920.db,F1EAAA628678441481309261FABC9D155C0DD6CB,Deduped
G:\Users\samy\AppData\Local\Microsoft\Windows\Explorer\thumbcache_2560.db,B7B82E72891E16D837A54F94960F9B3C83DC5552,Deduped
G:\Users\samy\AppData\Local\Microsoft\Windows\Explorer\thumbcache_48.db,C4473EA845BE2FB5D28A61EFD72F19D74D5FC82E,Deduped
G:\Users\samy\AppData\Local\Microsoft\Windows\Explorer\thumbcache_768.db,82259C6CB5B1F31CC2079A083BC93C726BFC4FBF,Deduped
G:\Users\samy\AppData\Local\Microsoft\Windows\Explorer\thumbcache_custom_stream.db,D3E8D4AF812BBC4F4013C53C4FFAB992D1D714E3,Deduped
G:\Users\samy\AppData\Local\Microsoft\Windows\Explorer\thumbcache_exif.db,78E7DA8D08E8898E956521D3B1BABBF6524E1DCA,Deduped
G:\Users\samy\AppData\Local\Microsoft\Windows\Explorer\thumbcache_sr.db,930823EC80B85EDD22BAF555CAD21CDF48F066AA,Deduped
G:\Users\samy\AppData\Local\Microsoft\Windows\Explorer\thumbcache_wide.db,5696B34625F027EC01765FC2BE49EFCFD882BF8E,Deduped
G:\Users\samy\AppData\Local\Microsoft\Windows\Explorer\thumbcache_wide_alternate.db,A4DB9C8586B9E4FA24416EB0D00F06A9EBD16B02,Deduped
G:\Users\steven\AppData\Local\Microsoft\Windows\Explorer\thumbcache_1280.db,B254D47F2B9769F13B033CAE2B0571D68D42E5EB,Deduped
G:\Users\steven\AppData\Local\Microsoft\Windows\Explorer\thumbcache_1920.db,F1EAAA628678441481309261FABC9D155C0DD6CB,Deduped
G:\Users\steven\AppData\Local\Microsoft\Windows\Explorer\thumbcache_2560.db,B7B82E72891E16D837A54F94960F9B3C83DC5552,Deduped
G:\Users\steven\AppData\Local\Microsoft\Windows\Explorer\thumbcache_48.db,C4473EA845BE2FB5D28A61EFD72F19D74D5FC82E,Deduped
G:\Users\steven\AppData\Local\Microsoft\Windows\Explorer\thumbcache_768.db,82259C6CB5B1F31CC2079A083BC93C726BFC4FBF,Deduped
G:\Users\steven\AppData\Local\Microsoft\Windows\Explorer\thumbcache_custom_stream.db,D3E8D4AF812BBC4F4013C53C4FFAB992D1D714E3,Deduped
G:\Users\steven\AppData\Local\Microsoft\Windows\Explorer\thumbcache_exif.db,78E7DA8D08E8898E956521D3B1BABBF6524E1DCA,Deduped
G:\Users\steven\AppData\Local\Microsoft\Windows\Explorer\thumbcache_sr.db,930823EC80B85EDD22BAF555CAD21CDF48F066AA,Deduped
G:\Users\steven\AppData\Local\Microsoft\Windows\Explorer\thumbcache_wide.db,5696B34625F027EC01765FC2BE49EFCFD882BF8E,Deduped
G:\Users\steven\AppData\Local\Microsoft\Windows\Explorer\thumbcache_wide_alternate.db,A4DB9C8586B9E4FA24416EB0D00F06A9EBD16B02,Deduped
G:\Users\oliver\AppData\Local\Google\Chrome\User Data\Default\Favicons-journal,DA39A3EE5E6B4B0D3255BFEF95601890AFD80709,Deduped
G:\Users\samy\AppData\Local\Google\Chrome\User Data\Default\Favicons-journal,DA39A3EE5E6B4B0D3255BFEF95601890AFD80709,Deduped
G:\Users\steven\AppData\Local\Google\Chrome\User Data\Default\Favicons-journal,DA39A3EE5E6B4B0D3255BFEF95601890AFD80709,Deduped
G:\Users\oliver\AppData\Local\Google\Chrome\User Data\Default\History-journal,DA39A3EE5E6B4B0D3255BFEF95601890AFD80709,Deduped
G:\Users\samy\AppData\Local\Google\Chrome\User Data\Default\History-journal,DA39A3EE5E6B4B0D3255BFEF95601890AFD80709,Deduped
G:\Users\oliver\AppData\Local\Google\Chrome\User Data\Default\Shortcuts-journal,DA39A3EE5E6B4B0D3255BFEF95601890AFD80709,Deduped
G:\Users\samy\AppData\Local\Google\Chrome\User Data\Default\Shortcuts-journal,DA39A3EE5E6B4B0D3255BFEF95601890AFD80709,Deduped
G:\Users\steven\AppData\Local\Google\Chrome\User Data\Default\Shortcuts-journal,DA39A3EE5E6B4B0D3255BFEF95601890AFD80709,Deduped
G:\Users\oliver\AppData\Local\Google\Chrome\User Data\Default\Top Sites-journal,DA39A3EE5E6B4B0D3255BFEF95601890AFD80709,Deduped
G:\Users\samy\AppData\Local\Google\Chrome\User Data\Default\Top Sites,9EA7D93C5898B0EFE4231674CFFB0E15D670E9AD,Deduped
G:\Users\samy\AppData\Local\Google\Chrome\User Data\Default\Top Sites-journal,DA39A3EE5E6B4B0D3255BFEF95601890AFD80709,Deduped
G:\Users\steven\AppData\Local\Google\Chrome\User Data\Default\Top Sites-journal,DA39A3EE5E6B4B0D3255BFEF95601890AFD80709,Deduped
G:\Users\oliver\AppData\Local\Google\Chrome\User Data\Default\Web Data-journal,DA39A3EE5E6B4B0D3255BFEF95601890AFD80709,Deduped
G:\Users\samy\AppData\Local\Google\Chrome\User Data\Default\Web Data-journal,DA39A3EE5E6B4B0D3255BFEF95601890AFD80709,Deduped
G:\Users\steven\AppData\Local\Google\Chrome\User Data\Default\Web Data-journal,DA39A3EE5E6B4B0D3255BFEF95601890AFD80709,Deduped
G:\Users\oliver\AppData\Local\Google\Chrome\User Data\Default\Network\Cookies-journal,DA39A3EE5E6B4B0D3255BFEF95601890AFD80709,Deduped
G:\Users\samy\AppData\Local\Google\Chrome\User Data\Default\Network\Cookies-journal,DA39A3EE5E6B4B0D3255BFEF95601890AFD80709,Deduped
G:\Users\steven\AppData\Local\Google\Chrome\User Data\Default\Network\Cookies-journal,DA39A3EE5E6B4B0D3255BFEF95601890AFD80709,Deduped
G:\Users\Administrator\AppData\Local\Packages\Microsoft.MicrosoftEdge_8wekyb3d8bbwe\Settings\roaming.lock,DA39A3EE5E6B4B0D3255BFEF95601890AFD80709,Deduped
G:\Users\oliver\AppData\Local\Packages\Microsoft.MicrosoftEdge_8wekyb3d8bbwe\Settings\roaming.lock,DA39A3EE5E6B4B0D3255BFEF95601890AFD80709,Deduped
G:\Users\oliver\AppData\Local\Packages\Microsoft.MicrosoftEdge_8wekyb3d8bbwe\Settings\settings.dat,C0EE6155B9B6913C69678F323E2EABFD377C479A,Deduped
G:\Users\samy\AppData\Local\Packages\Microsoft.MicrosoftEdge_8wekyb3d8bbwe\Settings\roaming.lock,DA39A3EE5E6B4B0D3255BFEF95601890AFD80709,Deduped
G:\Users\samy\AppData\Local\Packages\Microsoft.MicrosoftEdge_8wekyb3d8bbwe\Settings\settings.dat,C0EE6155B9B6913C69678F323E2EABFD377C479A,Deduped
G:\Users\steven\AppData\Local\Packages\Microsoft.MicrosoftEdge_8wekyb3d8bbwe\Settings\roaming.lock,DA39A3EE5E6B4B0D3255BFEF95601890AFD80709,Deduped
G:\Users\steven\AppData\Local\Packages\Microsoft.MicrosoftEdge_8wekyb3d8bbwe\Settings\settings.dat,C0EE6155B9B6913C69678F323E2EABFD377C479A,Deduped
G:\Users\oliver\AppData\Local\Microsoft\Edge\User Data\Default\Favicons-journal,DA39A3EE5E6B4B0D3255BFEF95601890AFD80709,Deduped
G:\Users\samy\AppData\Local\Microsoft\Edge\User Data\Default\Favicons-journal,DA39A3EE5E6B4B0D3255BFEF95601890AFD80709,Deduped
G:\Users\steven\AppData\Local\Microsoft\Edge\User Data\Default\Favicons-journal,DA39A3EE5E6B4B0D3255BFEF95601890AFD80709,Deduped
G:\Users\samy\AppData\Local\Microsoft\Edge\User Data\Default\Login Data,8F2837ACCF693A244CE02897BF709798A1A34771,Deduped
G:\Users\steven\AppData\Local\Microsoft\Edge\User Data\Default\Login Data,8F2837ACCF693A244CE02897BF709798A1A34771,Deduped
G:\Users\oliver\AppData\Local\Microsoft\Edge\User Data\Default\Shortcuts-journal,DA39A3EE5E6B4B0D3255BFEF95601890AFD80709,Deduped
G:\Users\steven\AppData\Local\Microsoft\Edge\User Data\Default\Shortcuts-journal,DA39A3EE5E6B4B0D3255BFEF95601890AFD80709,Deduped
G:\Users\oliver\AppData\Local\Microsoft\Edge\User Data\Default\Top Sites-journal,DA39A3EE5E6B4B0D3255BFEF95601890AFD80709,Deduped
G:\Users\samy\AppData\Local\Microsoft\Edge\User Data\Default\Top Sites,E63E391E76AE88B1AFB56683E44371E5BDF2117A,Deduped
